state,total
Minnesota,1490.0
Minnesota,479.0
Minnesota,848.0
Minnesota,21449.0
Minnesota,2124745.0
Minnesota,2.49
Minnesota,85.5
Minnesota,11.0
Minnesota,92.4
Minnesota,33.7
Minnesota,7.1
Minnesota,4.8
Minnesota,70.0
Minnesota,66.2
Minnesota,11722627.0
Minnesota,40403572.0
Minnesota,123076309.0
Minnesota,104485117.0
Minnesota,78898182.0
Minnesota,14667.0
Minnesota,23.1
Minnesota,61492.0
Minnesota,32157.0
Minnesota,9.9
Minnesota,148666.0
Minnesota,2612314.0
Minnesota,133092716.0
Minnesota,1.8
Minnesota,397378.0
Minnesota,489494.0
Minnesota,268710.0
Minnesota,157821.0
Minnesota,47302.0
Minnesota,428716.0
Minnesota,45582.0
Minnesota,419628.0
Minnesota,66.6
Minnesota,79626.74
Mississippi,2988726.0
Mississippi,2968103.0
Mississippi,0.7
Mississippi,2967297.0
Mississippi,6.3
Mississippi,7.1
Mississippi,24.1
Mississippi,25.5
Mississippi,15.1
Mississippi,12.8
Mississippi,51.5
Mississippi,51.4
Mississippi,59.3
Mississippi,37.7
Mississippi,0.6
Mississippi,1.1
Mississippi,0.1
Mississippi,1.2
Mississippi,3.1
Mississippi,56.9
Mississippi,184774.0
Mississippi,2.3
Mississippi,1307441.0
Mississippi,1274719.0
Mississippi,68.4
Mississippi,103100.0
Mississippi,1077.0
Mississippi,341.0
Mississippi,717.0
Mississippi,6886.0
Mississippi,1096593.0
Mississippi,2.64
Mississippi,86.1
Mississippi,3.9
Mississippi,82.3
Mississippi,20.7
Mississippi,11.9
Mississippi,13.9
Mississippi,57.5
Mississippi,53.7
Mississippi,6999175.0
Mississippi,16630587.0
Mississippi,66441608.0
Mississippi,28302952.0
Mississippi,37053190.0
Mississippi,12413.0
Mississippi,24.1
Mississippi,39665.0
Mississippi,21057.0
Mississippi,20.8
Mississippi,58662.0
Mississippi,926391.0
Mississippi,33948151.0
Mississippi,1.6
Mississippi,211955.0
Mississippi,235454.0
Mississippi,125079.0
Mississippi,89159.0
Mississippi,74824.0
Mississippi,155094.0
Mississippi,26789.0
Mississippi,198566.0
Mississippi,63.2
Mississippi,46923.27
Missouri,6093000.0
Missouri,5988928.0
Missouri,1.7
Missouri,5988927.0
Missouri,6.1
Missouri,6.5
Missouri,22.8
Missouri,23.8
Missouri,16.1
Missouri,14.0
Missouri,50.9
Missouri,51.0
Missouri,83.2
Missouri,11.8
Missouri,0.6
Missouri,2.0
Missouri,0.1
Missouri,2.2
Missouri,4.1
Missouri,79.7
Missouri,451342.0
Missouri,3.9
Missouri,2760084.0
Missouri,2712729.0
Missouri,67.2
Missouri,138400.0
Missouri,1210.0
Missouri,402.0
Missouri,746.0
Missouri,18997.0
Missouri,2364688.0
Missouri,2.48
Missouri,83.9
Missouri,6.0
Missouri,88.4
Missouri,27.1
Missouri,10.4
Missouri,10.5
Missouri,63.2
Missouri,59.3
Missouri,12430310.0
Missouri,40089316.0
Missouri,111535362.0
Missouri,91916351.0
Missouri,90546581.0
Missouri,15036.0
Missouri,23.2
Missouri,48173.0
Missouri,26259.0
Missouri,14.0
Missouri,158191.0
Missouri,2442316.0
Missouri,109135528.0
Missouri,1.6
Missouri,402091.0
Missouri,491606.0
Missouri,257948.0
Missouri,162616.0
Missouri,61035.0
Missouri,415972.0
Missouri,49217.0
Missouri,415542.0
Missouri,87.1
Missouri,68741.52
Montana,1042520.0
Montana,989414.0
Montana,5.4
Montana,989415.0
Montana,6.0
Montana,6.3
Montana,21.8
Montana,22.6
Montana,17.7
Montana,14.8
Montana,49.7
Montana,49.8
Montana,89.2
Montana,0.6
Montana,6.6
Montana,0.8
Montana,0.1
Montana,2.7
Montana,3.6
Montana,86.5
Montana,90000.0
Montana,2.1
Montana,497756.0
Montana,482825.0
Montana,67.2
Montana,193500.0
Montana,1294.0
Montana,387.0
Montana,711.0
Montana,4781.0
Montana,409394.0
Montana,2.41
Montana,83.6
Montana,4.1
Montana,92.8
Montana,29.5
Montana,9.1
Montana,9.8
Montana,63.6
Montana,59.5
Montana,2420455.0
Montana,6469475.0
Montana,11535236.0
Montana,12645824.0
Montana,15623573.0
Montana,15544.0
Montana,18.1
Montana,47169.0
Montana,26381.0
Montana,13.3
Montana,37270.0
Montana,375041.0
Montana,14227065.0
Montana,3.1
Montana,86969.0
Montana,112419.0
Montana,55913.0
Montana,35449.0
Montana,5578.0
Montana,102746.0
Montana,11486.0
Montana,93393.0
Montana,6.8
Montana,145545.8
Nebraska,1907116.0
Nebraska,1826334.0
Nebraska,4.4
Nebraska,1826341.0
Nebraska,7.0
Nebraska,7.2
Nebraska,24.8
Nebraska,25.1
Nebraska,15.0
Nebraska,13.5
Nebraska,50.2
Nebraska,50.4
Nebraska,88.9
Nebraska,5.0
Nebraska,1.4
Nebraska,2.5
Nebraska,0.1
Nebraska,2.1
Nebraska,10.7
Nebraska,79.6
Nebraska,132918.0
Nebraska,6.6
Nebraska,827156.0
Nebraska,796793.0
Nebraska,66.2
Nebraska,133200.0
Nebraska,1270.0
Nebraska,471.0
Nebraska,726.0
Nebraska,8078.0
Nebraska,736613.0
Nebraska,2.47
Nebraska,83.7
Nebraska,10.8
Nebraska,90.7
Nebraska,29.3
Nebraska,7.3
Nebraska,9.9
Nebraska,69.9
Nebraska,65.2
Nebraska,3094498.0
Nebraska,12869418.0
Nebraska,57499177.0
Nebraska,42618995.0
Nebraska,30470717.0
Nebraska,16422.0
Nebraska,18.3
Nebraska,52997.0
Nebraska,27882.0
Nebraska,11.4
Nebraska,53719.0
Nebraska,870279.0
Nebraska,36967924.0
Nebraska,2.3
Nebraska,131518.0
Nebraska,164089.0
Nebraska,83696.0
Nebraska,51936.0
Nebraska,14571.0
Nebraska,144122.0
Nebraska,16693.0
Nebraska,137254.0
Nebraska,23.8
Nebraska,76824.17
Nevada,2940058.0
Nevada,2700691.0
Nevada,8.9
Nevada,2700551.0
Nevada,6.3
Nevada,6.9
Nevada,23.0
Nevada,24.6
Nevada,15.0
Nevada,12.0
Nevada,49.9
Nevada,49.5
Nevada,75.1
Nevada,9.6
Nevada,1.6
Nevada,8.7
Nevada,0.8
Nevada,4.2
Nevada,28.5
Nevada,49.9
Nevada,220332.0
Nevada,19.2
Nevada,1221698.0
Nevada,1173814.0
Nevada,55.1
Nevada,173700.0
Nevada,1442.0
Nevada,410.0
Nevada,973.0
Nevada,17952.0
Nevada,1016709.0
Nevada,2.72
Nevada,78.8
Nevada,30.0
Nevada,85.1
Nevada,23.0
Nevada,9.0
Nevada,13.1
Nevada,64.0
Nevada,59.3
Nevada,27481505.0
Nevada,13928514.0
Nevada,14719141.0
Nevada,19841701.0
Nevada,38234170.0
Nevada,13858.0
Nevada,23.9
Nevada,51847.0
Nevada,26541.0
Nevada,13.8
Nevada,63383.0
Nevada,1129965.0
Nevada,46595673.0
Nevada,3.7
Nevada,205980.0
Nevada,227156.0
Nevada,114057.0
Nevada,82508.0
Nevada,71864.0
Nevada,144944.0
Nevada,23049.0
Nevada,191293.0
Nevada,24.6
Nevada,109781.18
New Hampshire,1334795.0
New Hampshire,1316461.0
New Hampshire,1.4
New Hampshire,1316470.0
New Hampshire,4.8
New Hampshire,5.3
New Hampshire,19.5
New Hampshire,21.8
New Hampshire,17.0
New Hampshire,13.5
New Hampshire,50.5
New Hampshire,50.7
New Hampshire,93.8
New Hampshire,1.5
New Hampshire,0.3
New Hampshire,2.7
New Hampshire,0.1
New Hampshire,1.7
New Hampshire,3.5
New Hampshire,90.8
New Hampshire,106827.0
New Hampshire,5.7
New Hampshire,625307.0
New Hampshire,614754.0
New Hampshire,71.0
New Hampshire,237300.0
New Hampshire,1870.0
New Hampshire,747.0
New Hampshire,1000.0
New Hampshire,3796.0
New Hampshire,520251.0
New Hampshire,2.47
New Hampshire,86.5
New Hampshire,7.9
New Hampshire,92.3
New Hampshire,34.9
New Hampshire,8.5
New Hampshire,7.1
New Hampshire,68.2
New Hampshire,63.8
New Hampshire,2942278.0
New Hampshire,9616460.0
New Hampshire,18895624.0
New Hampshire,18029179.0
New Hampshire,26018201.0
New Hampshire,19700.0
New Hampshire,26.9
New Hampshire,66779.0
New Hampshire,34362.0
New Hampshire,7.3
New Hampshire,37669.0
New Hampshire,576424.0
New Hampshire,28076320.0
New Hampshire,2.3
New Hampshire,104437.0
New Hampshire,131638.0
New Hampshire,76716.0
New Hampshire,38525.0
New Hampshire,6111.0
New Hampshire,121297.0
New Hampshire,16119.0
New Hampshire,108817.0
New Hampshire,147.0
New Hampshire,8952.65
New Jersey,8944469.0
New Jersey,8791953.0
New Jersey,1.7
New Jersey,8791894.0
New Jersey,5.8
New Jersey,6.2
New Jersey,22.2
New Jersey,23.5
New Jersey,15.3
New Jersey,13.5
New Jersey,51.2
New Jersey,51.3
New Jersey,72.4
New Jersey,15.0
New Jersey,0.6
New Jersey,9.8
New Jersey,0.1
New Jersey,2.2
New Jersey,20.0
New Jersey,55.8
New Jersey,393277.0
New Jersey,21.7
New Jersey,3604409.0
New Jersey,3553562.0
New Jersey,64.5
New Jersey,315900.0
New Jersey,2386.0
New Jersey,973.0
New Jersey,1192.0
New Jersey,26793.0
New Jersey,3189486.0
New Jersey,2.73
New Jersey,90.2
New Jersey,30.5
New Jersey,88.6
New Jersey,36.8
New Jersey,6.6
New Jersey,9.2
New Jersey,65.9
New Jersey,60.6
New Jersey,19673558.0
New Jersey,60375232.0
New Jersey,108854971.0
New Jersey,288467844.0
New Jersey,133665728.0
New Jersey,15079.0
New Jersey,31.0
New Jersey,72093.0
New Jersey,36582.0
New Jersey,10.4
New Jersey,230961.0
New Jersey,3558619.0
New Jersey,209072015.0
New Jersey,0.9
New Jersey,670765.0
New Jersey,792088.0
New Jersey,464592.0
New Jersey,252944.0
New Jersey,237242.0
New Jersey,533808.0
New Jersey,57996.0
New Jersey,707975.0
New Jersey,1195.5
New Jersey,7354.22
New Mexico,2081015.0
New Mexico,2059198.0
New Mexico,0.011
New Mexico,2059179.0
New Mexico,0.062
New Mexico,0.07
New Mexico,0.236
New Mexico,0.252
New Mexico,0.165
New Mexico,0.132
New Mexico,0.505
New Mexico,0.506
New Mexico,0.826
New Mexico,0.025
New Mexico,0.106
New Mexico,0.017
New Mexico,0.002
New Mexico,0.025
New Mexico,0.485
New Mexico,0.381
New Mexico,164157.0
New Mexico,0.098
New Mexico,917568.0
New Mexico,901388.0
New Mexico,0.681
New Mexico,160300.0
New Mexico,1227.0
New Mexico,327.0
New Mexico,777.0
New Mexico,4863.0
New Mexico,763603.0
New Mexico,2.67
New Mexico,0.857
New Mexico,0.357
New Mexico,0.842
New Mexico,0.263
New Mexico,0.101
New Mexico,0.108
New Mexico,0.591
New Mexico,0.549
New Mexico,4349672.0
New Mexico,11236630.0
New Mexico,29102352.0
New Mexico,10720363.0
New Mexico,25179274.0
New Mexico,12073.0
New Mexico,21.6
New Mexico,44963.0
New Mexico,24012.0
New Mexico,0.198
New Mexico,43793.0
New Mexico,626284.0
New Mexico,25145307.0
New Mexico,0.039
New Mexico,121279.0
New Mexico,151363.0
New Mexico,71132.0
New Mexico,59044.0
New Mexico,60622.0
New Mexico,83857.0
New Mexico,14096.0
New Mexico,128693.0
New Mexico,17.0
New Mexico,121298.15
New York,19745289.0
New York,19378110.0
New York,0.019
New York,19378102.0
New York,0.059
New York,0.06
New York,0.212
New York,0.223
New York,0.154
New York,0.135
New York,0.514
New York,0.516
New York,0.699
New York,0.177
New York,0.01
New York,0.089
New York,0.001
New York,0.025
New York,0.19
New York,0.558
New York,828586.0
New York,0.225
New York,8231687.0
New York,8108103.0
New York,0.536
New York,283400.0
New York,2022.0
New York,709.0
New York,1132.0
New York,33711.0
New York,7262279.0
New York,2.63
New York,0.891
New York,0.304
New York,0.856
New York,0.342
New York,0.074
New York,0.07
New York,0.633
New York,0.587
New York,49285508.0
New York,155666053.0
New York,148879931.0
New York,341734970.0
New York,251167736.0
New York,12834.0
New York,32.3
New York,59269.0
New York,33236.0
New York,0.147
New York,540298.0
New York,7998994.0
New York,513083321.0
New York,0.018
New York,1685636.0
New York,2008988.0
New York,1139910.0
New York,725709.0
New York,709021.0
New York,1248304.0
New York,137532.0
New York,1811544.0
New York,411.2
New York,47126.4
North Carolina,10146788.0
North Carolina,9535688.0
North Carolina,0.064
North Carolina,9535483.0
North Carolina,0.06
North Carolina,0.066
North Carolina,0.227
North Carolina,0.239
North Carolina,0.155
North Carolina,0.129
North Carolina,0.514
North Carolina,0.513
North Carolina,0.71
North Carolina,0.222
North Carolina,0.016
North Carolina,0.029
North Carolina,0.001
North Carolina,0.022
North Carolina,0.092
North Carolina,0.635
North Carolina,696119.0
North Carolina,0.077
North Carolina,4540498.0
North Carolina,4327528.0
North Carolina,0.651
North Carolina,154900.0
North Carolina,1248.0
North Carolina,373.0
North Carolina,797.0
North Carolina,60550.0
North Carolina,3775581.0
North Carolina,2.54
North Carolina,0.847
North Carolina,0.112
North Carolina,0.858
North Carolina,0.284
North Carolina,0.096
North Carolina,0.122
North Carolina,0.618
North Carolina,0.577
North Carolina,18622258.0
North Carolina,55227505.0
North Carolina,202344646.0
North Carolina,105275586.0
North Carolina,120691007.0
North Carolina,12376.0
North Carolina,23.9
North Carolina,46868.0
North Carolina,25920.0
North Carolina,0.154
North Carolina,223209.0
North Carolina,3670284.0
North Carolina,164936258.0
North Carolina,0.031
North Carolina,722639.0
North Carolina,805985.0
North Carolina,435677.0
North Carolina,287058.0
North Carolina,183380.0
North Carolina,603182.0
North Carolina,86571.0
North Carolina,684743.0
North Carolina,196.1
North Carolina,48617.91
North Dakota,757952.0
North Dakota,672591.0
North Dakota,0.127
North Dakota,672591.0
North Dakota,0.073
North Dakota,0.066
North Dakota,0.233
North Dakota,0.223
North Dakota,0.145
North Dakota,0.145
North Dakota,0.487
North Dakota,0.495
North Dakota,0.879
North Dakota,0.029
North Dakota,0.055
North Dakota,0.015
North Dakota,0.001
North Dakota,0.021
North Dakota,0.036
North Dakota,0.85
North Dakota,51179.0
North Dakota,0.032
North Dakota,368624.0
North Dakota,317498.0
North Dakota,0.641
North Dakota,153800.0
North Dakota,1243.0
North Dakota,423.0
North Dakota,709.0
North Dakota,3981.0
North Dakota,299638.0
North Dakota,2.32
North Dakota,0.822
North Dakota,0.056
North Dakota,0.917
North Dakota,0.277
North Dakota,0.068
North Dakota,0.081
North Dakota,0.693
North Dakota,0.65
North Dakota,2045123.0
North Dakota,5418355.0
North Dakota,14427360.0
North Dakota,28150837.0
North Dakota,15519816.0
North Dakota,22183.0
North Dakota,17.2
North Dakota,57181.0
North Dakota,32035.0
North Dakota,0.107
North Dakota,24848.0
North Dakota,365893.0
North Dakota,17184756.0
North Dakota,0.014
North Dakota,53263.0
North Dakota,68270.0
North Dakota,37016.0
North Dakota,20316.0
North Dakota,3190.0
North Dakota,62271.0
North Dakota,6584.0
North Dakota,56904.0
North Dakota,9.7
North Dakota,69000.8
Ohio,11614373.0
Ohio,11536727.0
Ohio,0.007
Ohio,11536504.0
Ohio,0.06
Ohio,0.062
Ohio,0.225
Ohio,0.237
Ohio,0.162
Ohio,0.141
Ohio,0.51
Ohio,0.512
Ohio,0.825
Ohio,0.128
Ohio,0.003
Ohio,0.022
Ohio,0.001
Ohio,0.022
Ohio,0.037
Ohio,0.795
Ohio,806531.0
Ohio,0.041
Ohio,5164361.0
Ohio,5127508.0
Ohio,0.663
Ohio,129900.0
Ohio,1246.0
Ohio,444.0
Ohio,730.0
Ohio,22816.0
Ohio,4585084.0
Ohio,2.46
Ohio,0.853
Ohio,0.067
Ohio,0.891
Ohio,0.261
Ohio,0.099
Ohio,0.066
Ohio,0.633
Ohio,0.59
Ohio,20652777.0
Ohio,80915693.0
Ohio,313629976.0
Ohio,155426023.0
Ohio,153553997.0
Ohio,13301.0
Ohio,23.2
Ohio,49429.0
Ohio,26953.0
Ohio,0.146
Ohio,251668.0
Ohio,4719985.0
Ohio,213161303.0
Ohio,0.018
Ohio,763418.0
Ohio,904814.0
Ohio,510078.0
Ohio,306824.0
Ohio,122653.0
Ohio,759569.0
Ohio,91316.0
Ohio,776193.0
Ohio,282.3
Ohio,40860.69
Oklahoma,3923561.0
Oklahoma,3751615.0
Oklahoma,0.046
Oklahoma,3751351.0
Oklahoma,0.068
Oklahoma,0.07
Oklahoma,0.245
Oklahoma,0.248
Oklahoma,0.15
Oklahoma,0.135
Oklahoma,0.505
Oklahoma,0.505
Oklahoma,0.746
Oklahoma,0.078
Oklahoma,0.092
Oklahoma,0.022
Oklahoma,0.002
Oklahoma,0.061
Oklahoma,0.103
Oklahoma,0.662
Oklahoma,295847.0
Oklahoma,0.058
Oklahoma,1721045.0
Oklahoma,1664378.0
Oklahoma,0.661
Oklahoma,117900.0
Oklahoma,1147.0
Oklahoma,370.0
Oklahoma,727.0
Oklahoma,12092.0
Oklahoma,1455321.0
Oklahoma,2.57
Oklahoma,0.826
Oklahoma,0.098
Oklahoma,0.869
Oklahoma,0.241
Oklahoma,0.113
Oklahoma,0.161
Oklahoma,0.611
Oklahoma,0.557
Oklahoma,7121153.0
Oklahoma,22795438.0
Oklahoma,74295394.0
Oklahoma,71892946.0
Oklahoma,50256231.0
Oklahoma,13174.0
Oklahoma,21.3
Oklahoma,46879.0
Oklahoma,25032.0
Oklahoma,0.163
Oklahoma,93093.0
Oklahoma,1370988.0
Oklahoma,59124620.0
Oklahoma,0.008
Oklahoma,276218.0
Oklahoma,327229.0
Oklahoma,174395.0
Oklahoma,105168.0
Oklahoma,64875.0
Oklahoma,249027.0
Oklahoma,36273.0
Oklahoma,273491.0
Oklahoma,54.7
Oklahoma,68594.92
Oregon,4093465.0
Oregon,3831072.0
Oregon,0.068
Oregon,3831074.0
Oregon,0.058
Oregon,0.062
Oregon,0.212
Oregon,0.226
Oregon,0.168
Oregon,0.139
Oregon,0.505
Oregon,0.505
Oregon,0.874
Oregon,0.021
Oregon,0.018
Oregon,0.045
Oregon,0.004
Oregon,0.038
Oregon,0.128
Oregon,0.764
Oregon,306723.0
Oregon,0.099
Oregon,1732786.0
Oregon,1675562.0
Oregon,0.613
Oregon,237300.0
Oregon,1557.0
Oregon,469.0
Oregon,907.0
Oregon,19586.0
Oregon,1533430.0
Oregon,2.51
Oregon,0.819
Oregon,0.151
Oregon,0.898
Oregon,0.308
Oregon,0.102
Oregon,0.073
Oregon,0.621
Oregon,0.576
Oregon,8466788.0
Oregon,24956816.0
Oregon,51349948.0
Oregon,48325261.0
Oregon,49481054.0
Oregon,12690.0
Oregon,22.9
Oregon,51243.0
Oregon,27684.0
Oregon,0.133
Oregon,112393.0
Oregon,1498727.0
Oregon,71006598.0
Oregon,0.038
Oregon,278839.0
Oregon,339305.0
Oregon,165691.0
Oregon,123015.0
Oregon,41456.0
Oregon,285028.0
Oregon,30918.0
Oregon,288790.0
Oregon,39.9
Oregon,95988.01
Pennsylvania,12784227.0
Pennsylvania,12702857.0
Pennsylvania,0.006
Pennsylvania,12702379.0
Pennsylvania,0.056
Pennsylvania,0.057
Pennsylvania,0.209
Pennsylvania,0.22
Pennsylvania,0.174
Pennsylvania,0.154
Pennsylvania,0.51
Pennsylvania,0.513
Pennsylvania,0.824
Pennsylvania,0.118
Pennsylvania,0.004
Pennsylvania,0.035
Pennsylvania,0.001
Pennsylvania,0.019
Pennsylvania,0.07
Pennsylvania,0.77
Pennsylvania,870770.0
Pennsylvania,0.063
Pennsylvania,5612002.0
Pennsylvania,5567315.0
Pennsylvania,0.692
Pennsylvania,166000.0
Pennsylvania,1425.0
Pennsylvania,498.0
Pennsylvania,840.0
Pennsylvania,23303.0
Pennsylvania,4958859.0
Pennsylvania,2.49
Pennsylvania,0.88
Pennsylvania,0.106
Pennsylvania,0.892
Pennsylvania,0.286
Pennsylvania,0.095
Pennsylvania,0.067
Pennsylvania,0.628
Pennsylvania,0.583
Pennsylvania,23504192.0
Pennsylvania,96329248.0
Pennsylvania,231396178.0
Pennsylvania,191170147.0
Pennsylvania,178794945.0
Pennsylvania,14008.0
Pennsylvania,26.3
Pennsylvania,53599.0
Pennsylvania,29291.0
Pennsylvania,0.129
Pennsylvania,299695.0
Pennsylvania,5306896.0
Pennsylvania,257626942.0
Pennsylvania,0.01
Pennsylvania,811890.0
Pennsylvania,975453.0
Pennsylvania,579400.0
Pennsylvania,304803.0
Pennsylvania,131512.0
Pennsylvania,818858.0
Pennsylvania,97969.0
Pennsylvania,837792.0
Pennsylvania,283.9
Pennsylvania,44742.7
Rhode Island,1056426.0
Rhode Island,1052940.0
Rhode Island,0.003
Rhode Island,1052567.0
Rhode Island,0.052
Rhode Island,0.055
Rhode Island,0.197
Rhode Island,0.213
Rhode Island,0.165
Rhode Island,0.144
Rhode Island,0.514
Rhode Island,0.517
Rhode Island,0.844
Rhode Island,0.081
Rhode Island,0.01
Rhode Island,0.036
Rhode Island,0.002
Rhode Island,0.027
Rhode Island,0.149
Rhode Island,0.733
Rhode Island,66076.0
Rhode Island,0.133
Rhode Island,462589.0
Rhode Island,463388.0
Rhode Island,0.601
Rhode Island,238000.0
Rhode Island,1815.0
Rhode Island,682.0
Rhode Island,925.0
Rhode Island,1226.0
Rhode Island,410602.0
Rhode Island,2.46
Rhode Island,0.866
Rhode Island,0.214
Rhode Island,0.862
Rhode Island,0.319
Rhode Island,0.089
Rhode Island,0.051
Rhode Island,0.655
Rhode Island,0.616
Rhode Island,2481314.0
Rhode Island,8223005.0
Rhode Island,11262158.0
Rhode Island,22310389.0
Rhode Island,12063865.0
Rhode Island,11486.0
Rhode Island,24.2
Rhode Island,56852.0
Rhode Island,31118.0
Rhode Island,0.128
Rhode Island,28387.0
Rhode Island,425748.0
Rhode Island,19704826.0
Rhode Island,0.01
Rhode Island,76747.0
Rhode Island,94642.0
Rhode Island,54651.0
Rhode Island,30484.0
Rhode Island,14737.0
Rhode Island,77042.0
Rhode Island,9904.0
Rhode Island,79837.0
Rhode Island,1018.1
Rhode Island,1033.81
South Carolina,4961119.0
South Carolina,4625410.0
South Carolina,0.073
South Carolina,4625364.0
South Carolina,0.059
South Carolina,0.065
South Carolina,0.221
South Carolina,0.234
South Carolina,0.167
South Carolina,0.137
South Carolina,0.515
South Carolina,0.514
South Carolina,0.685
South Carolina,0.275
South Carolina,0.005
South Carolina,0.016
South Carolina,0.001
South Carolina,0.018
South Carolina,0.055
South Carolina,0.639
South Carolina,378959.0
South Carolina,0.048
South Carolina,2236153.0
South Carolina,2137683.0
South Carolina,0.686
South Carolina,139900.0
South Carolina,1183.0
South Carolina,347.0
South Carolina,790.0
South Carolina,32165.0
South Carolina,1815094.0
South Carolina,2.56
South Carolina,0.847
South Carolina,0.069
South Carolina,0.856
South Carolina,0.258
South Carolina,0.103
South Carolina,0.119
South Carolina,0.601
South Carolina,0.562
South Carolina,9763818.0
South Carolina,22941292.0
South Carolina,99160840.0
South Carolina,45520900.0
South Carolina,58093824.0
South Carolina,12298.0
South Carolina,23.9
South Carolina,45483.0
South Carolina,24604.0
South Carolina,0.153
South Carolina,103973.0
South Carolina,1662251.0
South Carolina,66120263.0
South Carolina,0.028
South Carolina,329431.0
South Carolina,367726.0
South Carolina,202446.0
South Carolina,131856.0
South Carolina,83233.0
South Carolina,276269.0
South Carolina,47987.0
South Carolina,303137.0
South Carolina,153.9
South Carolina,30060.7
South Dakota,865454.0
South Dakota,814195.0
South Dakota,0.063
South Dakota,814180.0
South Dakota,0.071
South Dakota,0.073
South Dakota,0.246
South Dakota,0.249
South Dakota,0.16
South Dakota,0.143
South Dakota,0.496
South Dakota,0.5
South Dakota,0.852
South Dakota,0.02
South Dakota,0.09
South Dakota,0.015
South Dakota,0.001
South Dakota,0.023
South Dakota,0.037
South Dakota,0.825
South Dakota,63742.0
South Dakota,0.03
South Dakota,383838.0
South Dakota,363438.0
South Dakota,0.681
South Dakota,140500.0
South Dakota,1210.0
South Dakota,433.0
South Dakota,655.0
South Dakota,5686.0
South Dakota,330858.0
South Dakota,2.45
South Dakota,0.834
South Dakota,0.065
South Dakota,0.909
South Dakota,0.27
South Dakota,0.084
South Dakota,0.103
South Dakota,0.686
South Dakota,0.646
South Dakota,1873699.0
South Dakota,6211731.0
South Dakota,16882647.0
South Dakota,20411059.0
South Dakota,13791827.0
South Dakota,16550.0
South Dakota,16.9
South Dakota,50957.0
South Dakota,26747.0
South Dakota,0.133
South Dakota,26511.0
South Dakota,353540.0
South Dakota,13812997.0
South Dakota,0.016
South Dakota,64006.0
South Dakota,81314.0
South Dakota,42418.0
South Dakota,23722.0
South Dakota,4101.0
South Dakota,74228.0
South Dakota,8604.0
South Dakota,66219.0
South Dakota,10.7
South Dakota,75811.0
Tennessee,6651194.0
Tennessee,6346298.0
Tennessee,0.048
Tennessee,6346105.0
Tennessee,0.061
Tennessee,0.064
Tennessee,0.226
Tennessee,0.236
Tennessee,0.157
Tennessee,0.134
Tennessee,0.512
Tennessee,0.513
Tennessee,0.787
Tennessee,0.171
Tennessee,0.004
Tennessee,0.018
Tennessee,0.001
Tennessee,0.019
Tennessee,0.052
Tennessee,0.742
Tennessee,462414.0
Tennessee,0.048
Tennessee,2919671.0
Tennessee,2812133.0
Tennessee,0.668
Tennessee,142100.0
Tennessee,1181.0
Tennessee,359.0
Tennessee,764.0
Tennessee,36157.0
Tennessee,2504556.0
Tennessee,2.53
Tennessee,0.847
Tennessee,0.069
Tennessee,0.855
Tennessee,0.249
Tennessee,0.112
Tennessee,0.106
Tennessee,0.61
Tennessee,0.563
Tennessee,12499013.0
Tennessee,42383683.0
Tennessee,139960482.0
Tennessee,111718421.0
Tennessee,91641605.0
Tennessee,14194.0
Tennessee,24.5
Tennessee,45219.0
Tennessee,25227.0
Tennessee,0.158
Tennessee,133344.0
Tennessee,2507205.0
Tennessee,110481280.0
Tennessee,0.022
Tennessee,495703.0
Tennessee,550453.0
Tennessee,302249.0
Tennessee,195694.0
Tennessee,105234.0
Tennessee,434025.0
Tennessee,59379.0
Tennessee,469392.0
Tennessee,153.9
Tennessee,41234.9
Texas,27862596.0
Texas,25146100.0
Texas,10.8
Texas,25145561.0
Texas,7.2
Texas,7.7
Texas,26.2
Texas,27.3
Texas,12.0
Texas,10.3
Texas,50.4
Texas,50.4
Texas,79.4
Texas,12.6
Texas,1.0
Texas,4.8
Texas,0.1
Texas,1.9
Texas,39.1
Texas,42.6
Texas,1539655.0
Texas,16.6
Texas,10753629.0
Texas,9977436.0
Texas,62.2
Texas,136000.0
Texas,1432.0
Texas,460.0
Texas,882.0
Texas,165853.0
Texas,9149196.0
Texas,2.84
Texas,83.3
Texas,35.0
Texas,81.9
Texas,27.6
Texas,8.1
Texas,18.6
Texas,64.3
Texas,57.7
Texas,54480811.0
Texas,145035130.0
Texas,702603073.0
Texas,691242607.0
Texas,356116376.0
Texas,13666.0
Texas,25.6
Texas,53207.0
Texas,26999.0
Texas,15.6
Texas,569091.0
Texas,10239710.0
Texas,521095797.0
Texas,3.2
Texas,2205149.0
Texas,2356748.0
Texas,1251696.0
Texas,866678.0
Texas,1070392.0
Texas,1224845.0
Texas,213590.0
Texas,2057218.0
Texas,96.3
Texas,261231.71
Utah,3051217.0
Utah,2763888.0
Utah,10.4
Utah,2763885.0
Utah,8.3
Utah,9.5
Utah,30.2
Utah,31.5
Utah,10.5
Utah,9.0
Utah,49.7
Utah,49.8
Utah,91.1
Utah,1.4
Utah,1.6
Utah,2.5
Utah,1.0
Utah,2.5
Utah,13.8
Utah,78.8
Utah,134332.0
Utah,8.4
Utah,1054164.0
Utah,979709.0
Utah,69.5
Utah,215900.0
Utah,1428.0
Utah,388.0
Utah,887.0
Utah,22662.0
Utah,906292.0
Utah,3.15
Utah,82.9
Utah,14.7
Utah,91.2
Utah,31.1
Utah,6.6
Utah,9.7
Utah,67.7
