Date,state,handgun,long_gun,other,multiple,totals
2012-08-01,North Carolina,663.0,13545.0,346.0,216,37343
2012-08-01,North Dakota,1532.0,3269.0,32.0,79,5815
2012-08-01,Ohio,23175.0,16601.0,763.0,1009,43974
2012-08-01,Oklahoma,12054.0,10903.0,502.0,850,28548
2012-08-01,Oregon,9485.0,8795.0,0.0,0,18294
2012-08-01,Pennsylvania,44.0,72106.0,10.0,0,75174
2012-08-01,Puerto Rico,1053.0,285.0,3.0,33,1374
2012-08-01,Rhode Island,771.0,744.0,13.0,130,1658
2012-08-01,South Carolina,7592.0,6331.0,155.0,281,23329
2012-08-01,South Dakota,2131.0,3794.0,59.0,139,6525
2012-08-01,Tennessee,17328.0,15654.0,0.0,753,39107
2012-08-01,Texas,40131.0,44238.0,1693.0,2235,117318
2012-08-01,Utah,2746.0,3221.0,46.0,158,19635
2012-08-01,Vermont,1073.0,1258.0,21.0,45,2397
2012-08-01,Virgin Islands,31.0,7.0,0.0,0,38
2012-08-01,Virginia,17146.0,14148.0,745.0,0,32039
2012-08-01,Washington,13652.0,10437.0,661.0,474,39036
2012-08-01,West Virginia,6099.0,6846.0,152.0,410,17075
2012-08-01,Wisconsin,11551.0,11991.0,311.0,13,34499
2012-08-01,Wyoming,1813.0,2131.0,43.0,104,4969
2012-07-01,Alabama,12182.0,9921.0,296.0,567,26858
2012-07-01,Alaska,2555.0,2737.0,84.0,148,5963
2012-07-01,Arizona,9696.0,6340.0,342.0,430,23776
2012-07-01,Arkansas,4346.0,4738.0,87.0,265,14859
2012-07-01,California,26313.0,27530.0,52.0,0,80683
2012-07-01,Colorado,13433.0,10672.0,315.0,752,28679
2012-07-01,Connecticut,4099.0,2942.0,120.0,0,16544
2012-07-01,Delaware,1031.0,802.0,37.0,35,1907
2012-07-01,District of Columbia,41.0,0.0,0.0,0,41
2012-07-01,Florida,34543.0,17864.0,926.0,1327,57012
2012-07-01,Georgia,9216.0,6776.0,173.0,458,28807
2012-07-01,Guam,32.0,27.0,1.0,2,62
2012-07-01,Hawaii,0.0,0.0,0.0,0,1313
2012-07-01,Idaho,2052.0,2972.0,58.0,164,8239
2012-07-01,Illinois,11401.0,9755.0,0.0,592,65557
2012-07-01,Indiana,11809.0,9380.0,387.0,440,29009
2012-07-01,Iowa,73.0,2036.0,16.0,2,8596
2012-07-01,Kansas,5192.0,4622.0,178.0,306,13225
2012-07-01,Kentucky,7523.0,6566.0,128.0,500,209830
2012-07-01,Louisiana,8963.0,8184.0,261.0,393,19708
2012-07-01,Maine,2231.0,2681.0,71.0,105,5344
2012-07-01,Mariana Islands,0.0,0.0,0.0,0,0
2012-07-01,Maryland,4558.0,3668.0,38.0,9,8478
2012-07-01,Massachusetts,3734.0,1973.0,132.0,148,14682
2012-07-01,Michigan,1026.0,8053.0,141.0,23,25821
2012-07-01,Minnesota,6424.0,7588.0,230.0,187,25668
2012-07-01,Mississippi,4557.0,4712.0,113.0,260,12428
2012-07-01,Missouri,13903.0,10796.0,431.0,623,30826
2012-07-01,Montana,2532.0,3400.0,46.0,194,8537
2012-07-01,Nebraska,73.0,1595.0,12.0,2,4557
2012-07-01,Nevada,4086.0,3108.0,148.0,280,9229
2012-07-01,New Hampshire,3350.0,2598.0,20.0,0,8297
2012-07-01,New Jersey,3759.0,2504.0,167.0,0,6430
2012-07-01,New Mexico,3853.0,3378.0,123.0,211,9051
2012-07-01,New York,6002.0,11448.0,372.0,86,20284
2012-07-01,North Carolina,653.0,9311.0,234.0,179,30022
2012-07-01,North Dakota,1273.0,2344.0,24.0,51,4936
2012-07-01,Ohio,20677.0,13904.0,581.0,839,37815
2012-07-01,Oklahoma,10487.0,7960.0,378.0,615,22596
2012-07-01,Oregon,8707.0,7660.0,0.0,0,16380
2012-07-01,Pennsylvania,40.0,63868.0,0.0,0,64227
2012-07-01,Puerto Rico,962.0,208.0,3.0,29,1202
2012-07-01,Rhode Island,763.0,622.0,17.0,84,1486
2012-07-01,South Carolina,6315.0,4318.0,138.0,218,21905
2012-07-01,South Dakota,1693.0,2627.0,34.0,105,4742
2012-07-01,Tennessee,15308.0,11123.0,0.0,673,35059
2012-07-01,Texas,35783.0,29918.0,1315.0,1838,93179
2012-07-01,Utah,2227.0,2623.0,35.0,105,16303
2012-07-01,Vermont,985.0,1019.0,31.0,32,2067
2012-07-01,Virgin Islands,25.0,8.0,0.0,1,34
2012-07-01,Virginia,17361.0,12028.0,675.0,0,30064
2012-07-01,Washington,12532.0,9007.0,584.0,418,34518
2012-07-01,West Virginia,4976.0,4724.0,117.0,306,12858
2012-07-01,Wisconsin,10575.0,7702.0,217.0,14,25991
2012-07-01,Wyoming,1413.0,1653.0,36.0,78,3901
2012-06-01,Alabama,11540.0,9390.0,256.0,558,26055
2012-06-01,Alaska,2783.0,2756.0,90.0,179,6231
2012-06-01,Arizona,8893.0,6121.0,331.0,428,23452
2012-06-01,Arkansas,4158.0,4241.0,63.0,293,13640
2012-06-01,California,26514.0,27427.0,87.0,0,85384
2012-06-01,Colorado,11986.0,10435.0,290.0,663,25936
2012-06-01,Connecticut,4452.0,3178.0,135.0,0,17348
2012-06-01,Delaware,925.0,748.0,21.0,39,1737
2012-06-01,District of Columbia,18.0,2.0,0.0,0,20
2012-06-01,Florida,33679.0,17828.0,725.0,1302,55905
2012-06-01,Georgia,9085.0,6591.0,154.0,420,27206
2012-06-01,Guam,43.0,33.0,5.0,2,83
2012-06-01,Hawaii,0.0,0.0,0.0,0,1260
2012-06-01,Idaho,2280.0,3426.0,53.0,116,8872
2012-06-01,Illinois,11820.0,10114.0,0.0,584,75388
2012-06-01,Indiana,12193.0,9656.0,432.0,371,28002
2012-06-01,Iowa,72.0,2177.0,17.0,1,7505
2012-06-01,Kansas,4655.0,4532.0,134.0,277,12147
2012-06-01,Kentucky,7304.0,6699.0,122.0,448,209443
2012-06-01,Louisiana,8801.0,7345.0,266.0,368,18895
2012-06-01,Maine,2420.0,2710.0,63.0,112,5581
2012-06-01,Mariana Islands,0.0,1.0,0.0,0,1
2012-06-01,Maryland,4118.0,3729.0,37.0,15,8127
2012-06-01,Massachusetts,3896.0,2244.0,125.0,115,15165
2012-06-01,Michigan,1083.0,7942.0,173.0,26,26213
2012-06-01,Minnesota,6576.0,7472.0,197.0,217,27343
2012-06-01,Mississippi,4542.0,4153.0,96.0,205,11832
2012-06-01,Missouri,14002.0,10593.0,390.0,637,30925
2012-06-01,Montana,2878.0,3956.0,64.0,221,9498
2012-06-01,Nebraska,70.0,1749.0,10.0,5,4413
2012-06-01,Nevada,4141.0,3310.0,161.0,263,9605
2012-06-01,New Hampshire,3132.0,2691.0,17.0,0,9486
2012-06-01,New Jersey,4070.0,2484.0,169.0,0,6723
2012-06-01,New Mexico,4166.0,3562.0,121.0,309,9906
2012-06-01,New York,5894.0,11424.0,376.0,100,20283
2012-06-01,North Carolina,650.0,9506.0,224.0,179,29124
2012-06-01,North Dakota,1328.0,2498.0,26.0,58,5770
2012-06-01,Ohio,20125.0,14019.0,462.0,830,37375
2012-06-01,Oklahoma,10167.0,7651.0,338.0,673,22450
2012-06-01,Oregon,9096.0,8210.0,0.0,0,17331
2012-06-01,Pennsylvania,53.0,60185.0,0.0,0,60533
2012-06-01,Puerto Rico,1027.0,205.0,6.0,17,1255
2012-06-01,Rhode Island,740.0,601.0,8.0,108,1457
2012-06-01,South Carolina,6625.0,4286.0,140.0,238,22649
2012-06-01,South Dakota,1599.0,2530.0,28.0,93,4553
2012-06-01,Tennessee,14810.0,10732.0,0.0,631,33629
2012-06-01,Texas,34768.0,28889.0,1311.0,1727,89057
2012-06-01,Utah,2411.0,2967.0,42.0,117,17624
2012-06-01,Vermont,1005.0,975.0,19.0,37,2036
2012-06-01,Virgin Islands,30.0,8.0,0.0,0,38
2012-06-01,Virginia,14451.0,10979.0,532.0,0,25962
2012-06-01,Washington,13288.0,10506.0,579.0,434,37742
2012-06-01,West Virginia,4691.0,4743.0,101.0,335,12880
2012-06-01,Wisconsin,9771.0,7465.0,199.0,14,24986
2012-06-01,Wyoming,1612.0,1739.0,37.0,88,4149
2012-05-01,Alabama,11097.0,8917.0,256.0,493,24617
2012-05-01,Alaska,2938.0,3077.0,95.0,193,6697
2012-05-01,Arizona,9374.0,6136.0,374.0,394,23073
2012-05-01,Arkansas,4128.0,4107.0,97.0,239,12851
2012-05-01,California,27699.0,27093.0,72.0,0,83820
2012-05-01,Colorado,12175.0,10380.0,368.0,651,27051
2012-05-01,Connecticut,4529.0,3187.0,144.0,0,18426
2012-05-01,Delaware,1020.0,733.0,14.0,44,1813
2012-05-01,District of Columbia,26.0,0.0,0.0,0,26
2012-05-01,Florida,33310.0,17547.0,800.0,1237,54996
2012-05-01,Georgia,8851.0,6254.0,145.0,365,27905
2012-05-01,Guam,21.0,26.0,0.0,4,51
2012-05-01,Hawaii,0.0,0.0,0.0,0,1408
2012-05-01,Idaho,2322.0,3293.0,59.0,136,9358
2012-05-01,Illinois,11987.0,9817.0,0.0,561,78257
2012-05-01,Indiana,11816.0,9152.0,380.0,432,31246
2012-05-01,Iowa,72.0,1916.0,21.0,3,9505
2012-05-01,Kansas,4819.0,4442.0,151.0,271,12295
2012-05-01,Kentucky,6851.0,6038.0,119.0,452,204954
2012-05-01,Louisiana,7898.0,6675.0,238.0,322,17048
2012-05-01,Maine,2574.0,2766.0,86.0,135,5802
2012-05-01,Mariana Islands,0.0,1.0,0.0,0,1
2012-05-01,Maryland,5249.0,3609.0,21.0,14,9074
2012-05-01,Massachusetts,4023.0,2152.0,190.0,129,15951
2012-05-01,Michigan,1137.0,8249.0,157.0,28,29042
2012-05-01,Minnesota,7335.0,7792.0,215.0,288,31819
2012-05-01,Mississippi,4740.0,3882.0,97.0,239,11613
2012-05-01,Missouri,13959.0,10395.0,361.0,624,30808
2012-05-01,Montana,2763.0,3990.0,53.0,178,9277
2012-05-01,Nebraska,85.0,1610.0,12.0,5,4708
2012-05-01,Nevada,4576.0,3268.0,174.0,298,10415
2012-05-01,New Hampshire,3518.0,2797.0,24.0,1,8723
2012-05-01,New Jersey,4263.0,2498.0,191.0,0,6952
2012-05-01,New Mexico,4058.0,3474.0,144.0,180,9488
2012-05-01,New York,6541.0,12175.0,411.0,112,22811
2012-05-01,North Carolina,625.0,9359.0,266.0,172,31590
2012-05-01,North Dakota,1512.0,2547.0,29.0,56,6310
2012-05-01,Ohio,20446.0,13211.0,551.0,810,36717
2012-05-01,Oklahoma,10357.0,7173.0,380.0,637,21764
2012-05-01,Oregon,8652.0,8245.0,0.0,0,16915
2012-05-01,Pennsylvania,36.0,62046.0,0.0,0,62343
2012-05-01,Puerto Rico,1068.0,198.0,3.0,28,1297
2012-05-01,Rhode Island,841.0,680.0,15.0,119,1655
2012-05-01,South Carolina,7126.0,3983.0,114.0,215,21046
2012-05-01,South Dakota,1819.0,2508.0,41.0,113,4777
2012-05-01,Tennessee,14337.0,9980.0,0.0,555,31263
2012-05-01,Texas,34541.0,28197.0,1320.0,1707,88027
2012-05-01,Utah,2430.0,2967.0,61.0,138,17117
2012-05-01,Vermont,995.0,1122.0,19.0,40,2176
2012-05-01,Virgin Islands,41.0,3.0,0.0,1,45
2012-05-01,Virginia,14213.0,10795.0,551.0,0,25559
2012-05-01,Washington,13651.0,9650.0,492.0,411,37315
2012-05-01,West Virginia,5025.0,4748.0,105.0,342,13060
2012-05-01,Wisconsin,10997.0,8077.0,223.0,13,30059
2012-05-01,Wyoming,1780.0,1830.0,31.0,82,4476
2012-04-01,Alabama,11518.0,9586.0,236.0,536,25289
2012-04-01,Alaska,3274.0,3427.0,122.0,177,7359
2012-04-01,Arizona,10656.0,6984.0,371.0,430,24088
2012-04-01,Arkansas,4299.0,4209.0,86.0,251,14875
2012-04-01,California,29500.0,30211.0,59.0,0,90368
2012-04-01,Colorado,12909.0,11210.0,300.0,713,29874
2012-04-01,Connecticut,4895.0,3659.0,144.0,0,19172
2012-04-01,Delaware,1096.0,839.0,21.0,39,1997
2012-04-01,District of Columbia,27.0,1.0,0.0,1,29
2012-04-01,Florida,34847.0,18257.0,703.0,1336,57162
2012-04-01,Georgia,9481.0,6670.0,137.0,401,27989
2012-04-01,Guam,26.0,38.0,3.0,3,70
2012-04-01,Hawaii,0.0,0.0,0.0,0,1599
2012-04-01,Idaho,2509.0,3720.0,81.0,120,10070
2012-04-01,Illinois,14524.0,11497.0,0.0,685,93918
2012-04-01,Indiana,13520.0,10411.0,405.0,473,37242
2012-04-01,Iowa,116.0,2712.0,23.0,8,11101
2012-04-01,Kansas,5453.0,4948.0,168.0,309,12984
2012-04-01,Kentucky,7521.0,7238.0,125.0,458,204963
2012-04-01,Louisiana,8397.0,6858.0,259.0,330,17563
2012-04-01,Maine,3191.0,3070.0,86.0,140,6736
2012-04-01,Mariana Islands,0.0,2.0,0.0,0,2
2012-04-01,Maryland,5555.0,4361.0,43.0,14,10204
2012-04-01,Massachusetts,4231.0,2670.0,235.0,134,15957
2012-04-01,Michigan,1314.0,10018.0,177.0,26,32598
2012-04-01,Minnesota,9004.0,10769.0,253.0,332,37216
2012-04-01,Mississippi,4656.0,4067.0,96.0,210,11424
2012-04-01,Missouri,15210.0,12050.0,394.0,680,34335
2012-04-01,Montana,3097.0,4180.0,51.0,188,9869
2012-04-01,Nebraska,72.0,1934.0,10.0,2,5476
2012-04-01,Nevada,4683.0,3846.0,176.0,342,11897
2012-04-01,New Hampshire,4066.0,3128.0,32.0,0,9937
2012-04-01,New Jersey,4047.0,2685.0,172.0,0,6904
2012-04-01,New Mexico,4246.0,3779.0,146.0,174,9845
2012-04-01,New York,6768.0,15285.0,519.0,132,25906
2012-04-01,North Carolina,595.0,10061.0,248.0,138,31334
2012-04-01,North Dakota,1956.0,3032.0,29.0,69,6652
2012-04-01,Ohio,25352.0,15717.0,610.0,1038,44422
2012-04-01,Oklahoma,10982.0,8339.0,440.0,678,23286
2012-04-01,Oregon,10426.0,9978.0,0.0,0,20442
2012-04-01,Pennsylvania,29.0,71424.0,1.0,0,71690
2012-04-01,Puerto Rico,980.0,152.0,8.0,27,1167
2012-04-01,Rhode Island,953.0,720.0,17.0,116,1806
2012-04-01,South Carolina,7911.0,4404.0,159.0,230,20048
2012-04-01,South Dakota,2122.0,2937.0,42.0,167,5538
2012-04-01,Tennessee,15736.0,10927.0,0.0,617,33338
2012-04-01,Texas,36296.0,28840.0,1282.0,1752,88867
2012-04-01,Utah,2968.0,3317.0,82.0,141,18140
2012-04-01,Vermont,1321.0,1468.0,27.0,46,2862
2012-04-01,Virgin Islands,25.0,1.0,0.0,1,27
2012-04-01,Virginia,17649.0,12196.0,594.0,0,30439
2012-04-01,Washington,14790.0,11022.0,617.0,460,41366
2012-04-01,West Virginia,5629.0,5942.0,107.0,345,14643
2012-04-01,Wisconsin,14046.0,11444.0,260.0,12,39410
2012-04-01,Wyoming,1786.0,1974.0,39.0,95,4579
2012-03-01,Alabama,15995.0,12285.0,358.0,789,33964
2012-03-01,Alaska,3047.0,3112.0,145.0,181,6886
2012-03-01,Arizona,13484.0,9115.0,466.0,592,32310
2012-03-01,Arkansas,6928.0,6170.0,107.0,353,19824
2012-03-01,California,36137.0,38797.0,74.0,0,107573
2012-03-01,Colorado,16271.0,14039.0,362.0,952,36411
2012-03-01,Connecticut,6139.0,4498.0,163.0,0,22234
2012-03-01,Delaware,1350.0,1057.0,34.0,41,2486
2012-03-01,District of Columbia,34.0,0.0,0.0,0,34
2012-03-01,Florida,41823.0,21504.0,836.0,1514,68009
2012-03-01,Georgia,14631.0,9607.0,277.0,601,40518
2012-03-01,Guam,30.0,36.0,3.0,3,72
2012-03-01,Hawaii,0.0,0.0,0.0,0,1547
2012-03-01,Idaho,3474.0,5160.0,118.0,167,12760
2012-03-01,Illinois,17725.0,14376.0,0.0,775,105812
2012-03-01,Indiana,18763.0,13250.0,672.0,555,46111
2012-03-01,Iowa,162.0,3926.0,25.0,5,14773
2012-03-01,Kansas,8582.0,7394.0,248.0,331,18716
2012-03-01,Kentucky,11306.0,9638.0,162.0,611,211057
2012-03-01,Louisiana,11125.0,8996.0,347.0,459,23196
2012-03-01,Maine,4007.0,3768.0,103.0,202,8348
2012-03-01,Mariana Islands,0.0,0.0,0.0,0,0
2012-03-01,Maryland,6244.0,5099.0,46.0,17,11645
2012-03-01,Massachusetts,5410.0,3128.0,163.0,149,18697
2012-03-01,Michigan,1575.0,12952.0,186.0,39,40012
2012-03-01,Minnesota,10954.0,12722.0,305.0,359,43516
2012-03-01,Mississippi,6661.0,5848.0,139.0,278,15955
2012-03-01,Missouri,20609.0,15430.0,617.0,791,44469
2012-03-01,Montana,3784.0,4832.0,65.0,227,11723
2012-03-01,Nebraska,124.0,2542.0,8.0,3,7126
2012-03-01,Nevada,5913.0,4642.0,211.0,380,13338
2012-03-01,New Hampshire,4593.0,3402.0,24.0,1,10866
2012-03-01,New Jersey,4266.0,3154.0,166.0,0,7587
2012-03-01,New Mexico,5722.0,5160.0,249.0,279,13239
2012-03-01,New York,8068.0,17056.0,552.0,128,29139
2012-03-01,North Carolina,746.0,12962.0,429.0,169,41221
2012-03-01,North Dakota,2657.0,3621.0,49.0,98,8337
2012-03-01,Ohio,33749.0,19245.0,886.0,1146,57181
2012-03-01,Oklahoma,14529.0,10953.0,565.0,786,30398
2012-03-01,Oregon,12906.0,12430.0,0.0,0,25401
2012-03-01,Pennsylvania,64.0,92661.0,0.0,0,93005
2012-03-01,Puerto Rico,1249.0,187.0,4.0,27,1467
2012-03-01,Rhode Island,1167.0,934.0,16.0,120,2237
2012-03-01,South Carolina,11548.0,6054.0,211.0,298,26955
2012-03-01,South Dakota,2847.0,3863.0,59.0,149,7242
2012-03-01,Tennessee,19732.0,14661.0,0.0,757,40590
2012-03-01,Texas,47874.0,37409.0,1596.0,2216,122295
2012-03-01,Utah,4131.0,4265.0,72.0,171,20038
2012-03-01,Vermont,1679.0,1776.0,32.0,78,3565
2012-03-01,Virgin Islands,15.0,1.0,0.0,1,17
2012-03-01,Virginia,21304.0,14545.0,753.0,0,36602
2012-03-01,Washington,17010.0,12812.0,822.0,578,46610
2012-03-01,West Virginia,7815.0,7501.0,142.0,418,19085
2012-03-01,Wisconsin,17351.0,14968.0,331.0,20,47104
2012-03-01,Wyoming,2352.0,2485.0,36.0,111,5822
2012-02-01,Alabama,18348.0,13565.0,312.0,988,39993
2012-02-01,Alaska,2622.0,2353.0,118.0,179,5712
2012-02-01,Arizona,14082.0,8959.0,387.0,678,30320
2012-02-01,Arkansas,8513.0,7724.0,114.0,619,25303
2012-02-01,California,30902.0,31877.0,72.0,0,89188
2012-02-01,Colorado,17069.0,14133.0,358.0,1094,35411
2012-02-01,Connecticut,5957.0,4073.0,133.0,0,19861
2012-02-01,Delaware,1463.0,950.0,28.0,55,2503
2012-02-01,District of Columbia,36.0,2.0,0.0,1,39
2012-02-01,Florida,43744.0,22852.0,747.0,1817,73182
2012-02-01,Georgia,18514.0,11296.0,216.0,908,49066
2012-02-01,Guam,43.0,41.0,5.0,2,91
2012-02-01,Hawaii,0.0,0.0,0.0,0,1257
2012-02-01,Idaho,3273.0,4340.0,78.0,250,11776
2012-02-01,Illinois,17750.0,14271.0,0.0,896,88343
2012-02-01,Indiana,19808.0,14257.0,568.0,714,45553
2012-02-01,Iowa,153.0,3884.0,23.0,10,16076
2012-02-01,Kansas,8293.0,7353.0,237.0,564,19272
2012-02-01,Kentucky,14498.0,11882.0,202.0,1136,215496
2012-02-01,Louisiana,12534.0,9441.0,248.0,580,26139
2012-02-01,Maine,3446.0,3473.0,94.0,170,7547
2012-02-01,Mariana Islands,0.0,0.0,0.0,0,0
2012-02-01,Maryland,6192.0,5519.0,58.0,19,12186
2012-02-01,Massachusetts,4431.0,2478.0,176.0,142,15536
2012-02-01,Michigan,1492.0,12631.0,239.0,60,39674
2012-02-01,Minnesota,9320.0,9761.0,270.0,324,34904
2012-02-01,Mississippi,8447.0,7201.0,135.0,468,21136
2012-02-01,Missouri,23012.0,16630.0,597.0,1139,49037
2012-02-01,Montana,3705.0,4128.0,73.0,322,11811
2012-02-01,Nebraska,96.0,2418.0,23.0,7,7184
2012-02-01,Nevada,5623.0,3881.0,210.0,405,12627
2012-02-01,New Hampshire,4297.0,3128.0,43.0,6,10126
2012-02-01,New Jersey,3556.0,2862.0,127.0,0,6545
2012-02-01,New Mexico,5702.0,4863.0,159.0,371,13631
2012-02-01,New York,8269.0,17120.0,561.0,122,29129
2012-02-01,North Carolina,857.0,16115.0,482.0,419,49479
2012-02-01,North Dakota,2569.0,3031.0,53.0,98,7192
2012-02-01,Ohio,35526.0,19840.0,770.0,1576,61246
2012-02-01,Oklahoma,15562.0,11793.0,443.0,1128,34440
2012-02-01,Oregon,12089.0,11200.0,0.0,0,23339
2012-02-01,Pennsylvania,67.0,89116.0,1.0,0,89424
2012-02-01,Puerto Rico,1123.0,178.0,7.0,19,1327
2012-02-01,Rhode Island,1142.0,793.0,14.0,115,2064
2012-02-01,South Carolina,15798.0,7433.0,287.0,448,32897
2012-02-01,South Dakota,2818.0,3739.0,56.0,156,7261
2012-02-01,Tennessee,25658.0,17153.0,0.0,1103,49025
2012-02-01,Texas,54703.0,40563.0,1424.0,3175,130571
2012-02-01,Utah,3561.0,3811.0,49.0,202,16204
2012-02-01,Vermont,1602.0,1501.0,28.0,51,3182
2012-02-01,Virgin Islands,33.0,4.0,0.0,1,38
2012-02-01,Virginia,24439.0,15704.0,833.0,0,40976
2012-02-01,Washington,16266.0,11830.0,708.0,663,44047
2012-02-01,West Virginia,8774.0,8171.0,161.0,674,23043
2012-02-01,Wisconsin,18262.0,11969.0,321.0,27,47912
2012-02-01,Wyoming,2094.0,2124.0,47.0,145,5325
2012-01-01,Alabama,11998.0,11176.0,265.0,501,28358
2012-01-01,Alaska,1645.0,1713.0,58.0,102,3824
2012-01-01,Arizona,9570.0,6969.0,321.0,421,22223
2012-01-01,Arkansas,4886.0,5554.0,80.0,318,16113
2012-01-01,California,25812.0,25757.0,59.0,0,75418
2012-01-01,Colorado,13711.0,11801.0,274.0,1930,30531
2012-01-01,Connecticut,4894.0,3904.0,147.0,0,17958
2012-01-01,Delaware,1168.0,820.0,23.0,40,2054
2012-01-01,District of Columbia,43.0,2.0,0.0,0,45
2012-01-01,Florida,34951.0,18761.0,587.0,1402,58468
2012-01-01,Georgia,10796.0,8258.0,176.0,457,34191
2012-01-01,Guam,29.0,42.0,3.0,4,78
2012-01-01,Hawaii,2.0,2.0,2.0,2,1079
2012-01-01,Idaho,2368.0,3491.0,56.0,154,9525
2012-01-01,Illinois,13424.0,11581.0,0.0,607,89958
2012-01-01,Indiana,14224.0,10574.0,511.0,468,31328
2012-01-01,Iowa,142.0,3006.0,16.0,4,13663
2012-01-01,Kansas,6316.0,6557.0,205.0,314,15972
2012-01-01,Kentucky,8633.0,7855.0,154.0,531,199339
2012-01-01,Louisiana,8549.0,9237.0,215.0,364,20314
2012-01-01,Maine,2438.0,2777.0,91.0,112,5625
2012-01-01,Mariana Islands,0.0,0.0,0.0,0,0
2012-01-01,Maryland,4431.0,4196.0,28.0,13,8893
2012-01-01,Massachusetts,4008.0,2157.0,128.0,133,13612
2012-01-01,Michigan,1224.0,8653.0,166.0,39,29519
2012-01-01,Minnesota,7238.0,7956.0,196.0,266,28780
2012-01-01,Mississippi,4703.0,6212.0,98.0,257,14352
2012-01-01,Missouri,15948.0,12991.0,442.0,788,35338
2012-01-01,Montana,2684.0,3218.0,50.0,186,8531
2012-01-01,Nebraska,75.0,2613.0,17.0,4,6811
2012-01-01,Nevada,4416.0,3282.0,165.0,276,9988
2012-01-01,New Hampshire,3406.0,2573.0,22.0,1,8336
2012-01-01,New Jersey,2920.0,2293.0,99.0,0,5312
2012-01-01,New Mexico,3960.0,3531.0,140.0,202,9317
2012-01-01,New York,6654.0,11877.0,402.0,88,21957
2012-01-01,North Carolina,564.0,11920.0,390.0,164,36985
2012-01-01,North Dakota,1862.0,2709.0,42.0,72,5492
2012-01-01,Ohio,22307.0,13742.0,532.0,760,39215
2012-01-01,Oklahoma,11440.0,9760.0,372.0,693,25498
2012-01-01,Oregon,8921.0,8346.0,1.0,52,17368
2012-01-01,Pennsylvania,19.0,66405.0,0.0,0,66682
2012-01-01,Puerto Rico,806.0,108.0,5.0,17,936
2012-01-01,Rhode Island,868.0,681.0,16.0,106,1671
2012-01-01,South Carolina,8972.0,5218.0,156.0,282,21901
2012-01-01,South Dakota,2000.0,3541.0,42.0,105,5984
2012-01-01,Tennessee,18029.0,12590.0,0.0,713,35142
2012-01-01,Texas,38234.0,34319.0,1196.0,1945,96394
2012-01-01,Utah,2681.0,3052.0,53.0,139,12187
2012-01-01,Vermont,945.0,1048.0,24.0,34,2051
2012-01-01,Virgin Islands,23.0,5.0,0.0,0,30
2012-01-01,Virginia,15822.0,11720.0,577.0,0,28119
2012-01-01,Washington,12273.0,8772.0,513.0,423,33742
2012-01-01,West Virginia,5384.0,6047.0,137.0,331,14865
2012-01-01,Wisconsin,12254.0,8655.0,227.0,22,43852
2012-01-01,Wyoming,1513.0,1622.0,25.0,94,3892
2011-12-01,Alabama,17651.0,28564.0,260.0,720,52052
2011-12-01,Alaska,2851.0,3715.0,93.0,142,7088
2011-12-01,Arizona,12018.0,11689.0,366.0,528,29627
2011-12-01,Arkansas,6900.0,13747.0,83.0,326,26723
2011-12-01,California,29452.0,36425.0,54.0,0,89592
2011-12-01,Colorado,16990.0,19525.0,0.0,3018,39534
2011-12-01,Connecticut,5210.0,5383.0,163.0,0,18592
2011-12-01,Delaware,1430.0,1760.0,29.0,45,3267
2011-12-01,District of Columbia,19.0,2.0,0.0,0,23
2011-12-01,Florida,40463.0,31791.0,0.0,2134,77755
2011-12-01,Georgia,15777.0,22801.0,190.0,666,49928
2011-12-01,Guam,38.0,38.0,1.0,2,79
2011-12-01,Hawaii,0.0,0.0,0.0,0,1187
2011-12-01,Idaho,3584.0,6887.0,93.0,161,13338
2011-12-01,Illinois,15946.0,18596.0,0.0,845,97520
2011-12-01,Indiana,16616.0,19842.0,435.0,548,43254
2011-12-01,Iowa,145.0,6670.0,12.0,5,15052
2011-12-01,Kansas,7204.0,11848.0,241.0,409,21656
2011-12-01,Kentucky,12400.0,19464.0,174.0,688,213645
2011-12-01,Louisiana,12503.0,24866.0,218.0,585,40429
2011-12-01,Maine,3061.0,5123.0,97.0,155,8697
2011-12-01,Mariana Islands,0.0,0.0,0.0,0,0
2011-12-01,Maryland,4522.0,7805.0,36.0,9,12598
2011-12-01,Massachusetts,4399.0,2948.0,115.0,149,14572
2011-12-01,Michigan,1394.0,17339.0,141.0,34,36413
2011-12-01,Minnesota,8269.0,13584.0,230.0,282,34186
2011-12-01,Mississippi,7880.0,19013.0,149.0,377,30813
2011-12-01,Missouri,19205.0,23887.0,486.0,801,48893
2011-12-01,Montana,3475.0,6151.0,39.0,222,11738
2011-12-01,Nebraska,135.0,5431.0,24.0,6,9645
2011-12-01,Nevada,5671.0,5643.0,113.0,368,13497
2011-12-01,New Hampshire,3771.0,3915.0,36.0,9,9728
2011-12-01,New Jersey,2928.0,3883.0,130.0,0,6941
2011-12-01,New Mexico,5083.0,6281.0,119.0,250,13266
2011-12-01,New York,6497.0,21271.0,366.0,92,31212
2011-12-01,North Carolina,653.0,27849.0,311.0,201,49323
2011-12-01,North Dakota,1811.0,4256.0,43.0,77,7520
2011-12-01,Ohio,29717.0,28886.0,594.0,1162,62381
2011-12-01,Oklahoma,13809.0,18920.0,367.0,897,37536
2011-12-01,Oregon,10490.0,13794.0,0.0,585,24924
2011-12-01,Pennsylvania,32.0,83662.0,2.0,0,84456
2011-12-01,Puerto Rico,1018.0,177.0,2.0,22,1219
